,0,1,2,3,4,5,6,7,8,9
0,0.016547679901123047,0.013929247856140137,0.00989919900894165,0.010600268840789795,0.01355057954788208,0.0266074538230896,0.007050573825836182,0.0144575834274292,0.015386521816253662,0.017162799835205078
1,0.002241194248199463,0.0031644701957702637,0.0007110238075256348,0.003363311290740967,0.002924025058746338,0.0038785338401794434,0.00040209293365478516,0.0042572021484375,0.0036711692810058594,0.0013105273246765137
2,7.18832015991211e-05,0.0004812479019165039,0.0009559988975524902,0.0016857385635375977,0.00047916173934936523,0.0013998150825500488,0.00035113096237182617,0.0022621750831604004,0.0014309287071228027,0.00015169382095336914
3,0.0012170672416687012,0.0016072988510131836,0.00014734268188476562,0.0009191036224365234,0.0003765225410461426,0.0014346837997436523,8.243322372436523e-05,0.0019442439079284668,0.00040924549102783203,0.0004329085350036621
4,0.0011109709739685059,0.0008431673049926758,-0.00038945674896240234,-7.426738739013672e-05,0.0008856654167175293,0.0010350942611694336,0.0003249049186706543,0.0013905167579650879,0.0002238750457763672,9.900331497192383e-05
5,0.0008466243743896484,0.0004075169563293457,0.00013238191604614258,-0.0009074211120605469,3.6776065826416016e-05,0.0009711384773254395,0.0003389120101928711,0.0005497932434082031,0.00032651424407958984,0.00045627355575561523
6,0.0005090832710266113,0.0009199976921081543,-0.0003218650817871094,-0.001952528953552246,-0.0006906390190124512,0.0011780261993408203,0.00017839670181274414,0.0003578066825866699,0.0002713203430175781,0.0007714629173278809
7,-5.3822994232177734e-05,0.0002186298370361328,0.0002994537353515625,-0.0008078217506408691,0.00011163949966430664,0.0017316341400146484,-0.00019377470016479492,0.001369476318359375,-0.00012159347534179688,0.0008674263954162598
8,-0.0009263157844543457,0.000978708267211914,-0.0005005002021789551,-0.001933276653289795,0.0003338456153869629,0.0026296377182006836,-0.0001742839813232422,0.0007680654525756836,-0.0001119375228881836,3.403425216674805e-05
9,0.0012153983116149902,0.002061009407043457,0.00034177303314208984,-0.0016460418701171875,-0.005353212356567383,-0.00018233060836791992,0.003447592258453369,-0.003697991371154785,-0.0017504096031188965,0.002593696117401123
