,0,1,2,3,4,5,6,7,8,9
0,0.7170876264572144,0.7136735916137695,0.7172678112983704,0.7116097211837769,0.7153477668762207,0.7130642533302307,0.7102055549621582,0.7148629426956177,0.7095788717269897,0.7168282866477966
1,0.6899266839027405,0.6897746324539185,0.6891561150550842,0.6901696920394897,0.6887874007225037,0.6886116862297058,0.6892715096473694,0.6889045834541321,0.690518856048584,0.6901671290397644
2,0.6873875856399536,0.6875666975975037,0.6880354881286621,0.6872684359550476,0.6861833930015564,0.6863735318183899,0.6867578029632568,0.686415433883667,0.6877778172492981,0.6880285739898682
3,0.6860543489456177,0.6863433122634888,0.6866260170936584,0.6861062049865723,0.685516357421875,0.6857322454452515,0.6863696575164795,0.6857368350028992,0.6865818500518799,0.6866444945335388
4,0.6853324770927429,0.6858795285224915,0.6857615113258362,0.6858996748924255,0.6848986148834229,0.6853086352348328,0.685918390750885,0.6855735182762146,0.6856054663658142,0.6859447956085205
5,0.6853895783424377,0.6853445768356323,0.6858715415000916,0.6858155131340027,0.6849426031112671,0.6852553486824036,0.685657262802124,0.685327410697937,0.685483455657959,0.685628354549408
6,0.68519526720047,0.6852598190307617,0.6856387257575989,0.6853760480880737,0.6850016713142395,0.6850597262382507,0.6852834820747375,0.6851117610931396,0.6854180693626404,0.6853489279747009
7,0.6851435303688049,0.6852559447288513,0.6855369806289673,0.6852554678916931,0.6849597096443176,0.6853001117706299,0.685067355632782,0.6851538419723511,0.6853687763214111,0.6852132678031921
8,0.6851908564567566,0.6851261854171753,0.6853423118591309,0.6850464344024658,0.6850327849388123,0.6852538585662842,0.6849790811538696,0.685215413570404,0.6852025985717773,0.6851375699043274
9,0.6850189566612244,0.6850600838661194,0.685131311416626,0.6850672364234924,0.6850826740264893,0.6850578784942627,0.6850209832191467,0.6850391030311584,0.6850548386573792,0.6850493550300598
